Response ID,Contact ID,Text Block,1. Would you describe your current diet as healthy and balanced?,2. What is your ethnic group?,"3. How many hours do you spend on university-related work, separate from your Course Timetable, per week during exams?",How would you rate your family class? (Family earnings per year),5. How would you define your quality of life? (as defined by the World Health Organization),Text Block.1,6. How would you define your alcohol consumption?,7. Would you consider yourself an introvert or extrovert person? (Definitions from Oxford Languages),"8. In general, do you feel you experience stress while in the University? (tick all that apply)",9. Would you say that you are normally well hydrated?,10. How often do you exercise per week?,11. Do you have any known disabilities?,12. How many hours per week do you work?,13. What is your main financial support for your studies?,14. Are you in any form of employment?,15. Do you normally encounter financial issues paying your fees?,16. What Country are you from?,17. What is your year of birth?,18. What is your course of study?,Do you feel stressed before exams? (multiple choice),20. How often in the last week or two did you feel afraid that something awful might happen?,Do you prefer your timetable to be spread or compact so that you have less stress at university? (e.g. 1-2 busy days or 3-4 days with less lectures),22. What are the reasons for your timetable preference?,"23. Do you feel your timetabling structure has any impact on your study, life and health?","24. How many hours do you spend using technology devices per day (mobile, desktop, laptops, etc)?","25. How many hours do you spend using social media per day (Instagram, Tiktok, Twitter, etc)?",Text Block.2,26. What year of study are you in?,27. How important is having 'good mental health' to you?,28. Do you consider physical activity to be helpful to your mental health?,29. Do you enjoy activities centred around mindfulness?,30. Would you be interested in attending events themed around mental health?,"31. Do you enjoy non-competitive physical activity, such as walking, running, climbing, football with friends, etc?",32. Do you think mindfulness is a helpful tool for maintaining or improving your health?,33. Do you feel a sense of 'belonging' at Solent?,34. Improving/maintaining my mental health during my studies is:,35. Would you be interested in attending any of the following (tick all that apply_,Text Block.3,Confidentiality,Text Block.4,Labels,Response ID.1,Device,Captured By,Assigned User,Event Captured At,Event CRM Value,UTM Campaign,UTM Medium,UTM Source,UTM Content,UTM Term,Response Notes,Captured At,IP Address,Country Code,Country,Region Code,Region,City,Latitude,Longitude,User Type,Organisation,Internet Service Provider,Are you a home student or an international student?,"What are the approximate costs for your studies? (tuition fee per year of study, in pound £)"
113934,,,"Yes, I think my diet is healthy",White,Hours per week: 10,Higher class,High quality of life,,My alcohol consumption is moderate,Extrovert (a lively and confident person who enjoys being with other people),No,Yes,Days per week: 6,No,Hours per week: 4,Student loan,I am unemployed,No,Norway,2002,BSc (Hons) Football Studies,No,Very rarely,I prefer my timetable to be compact. (having all my classes in one day or two days in the week),More time to self study,"No, it has no impact on my studies, life or health",Hours per week: 5,Hours per day: 4,,"Level 4 (first year, undergraduate)",It's very important,Very much so,Occasionally I've enjoyed them,"I'd be interested, but it would depend on what it was",I really enjoy them,Sometimes it can be,Very much,Entirely up to me,,,,,,113934,,,,,,,,,,,,20/10/2022 12:17,31.205.78.190,GB,United Kingdom,STH,Southampton,Southampton,50.9142,-1.388,residential,Ask4 Limited,Ask4 Limited,International student,14350
113938,,,"Yes, I think my diet is healthy",White,Hours per week: 4,Middle class,Medium quality of life,,My alcohol consumption is moderate,Somewhat in between,No,Yes,Days per week: 6,No,Hours per week: 8,Student loan,"Yes, I am part-time employed",No,United Kingdom,2003,BSc (Hons) Football Studies,I don't have exams,Occasionally,I prefer my timetable to be compact. (having all my classes in one day or two days in the week),"Gives me more time to do independent work and can spread my work load out, also gives me time for football team commitments","No, it has no impact on my studies, life or health",Hours per week: 10,Hours per day: 4,,"Level 4 (first year, undergraduate)",It's very important,Very much so,I've never done any mindfulness activities,"I'd be interested, but it would depend on what it was",I really enjoy them,I don't really think about it,Very much,Somewhat up to me,Mental health first aid training,,,,,113938,,,,,,,,,,,,20/10/2022 12:34,85.255.235.227,GB,United Kingdom,,,,51.4964,-0.1224,cellular,Vodafone,Vodafone,Home student,9250
113939,,,"Yes, I think my diet is healthy",White,Hours per week: 5,Middle class,Medium quality of life,,My alcohol consumption is moderate,Extrovert (a lively and confident person who enjoys being with other people),Yes (due to university work),Yes,Days per week: 6,No,Hours per week: 4,Student loan,I am unemployed,No,United Kingdom,2001,BA (Hons) Adventure and Outdoor Management,Yes (due to university work),Rarely,"I prefer my timetable to be spread with long gaps in between classes (eg, 1-2 modules per day, spread over 3 times per week)",More time to work,"Yes, on my studies",Hours per week: 7,Hours per day: 7,,"Level 6 (third year, undergraduate)",It's very important,Very much so,Occasionally I've enjoyed them,I don't have any feelings on it,I really enjoy them,I don't really think about it,A little,Somewhat up to me,,,,,,113939,,,,,,,,,,,,20/10/2022 12:36,194.66.93.27,GB,United Kingdom,STH,Southampton,Southampton,50.9,-1.4,college,Southampton Solent University,Jisc Services Limited,Home student,9250
113961,,,"Yes, I think my diet is healthy",White,Hours per week: 4,Middle class,High quality of life,,I don't drink alcohol,Introvert (a quiet person who is more interested in their own thoughts and feelings than spending time with other people),"Yes (due to other circumstances, such as health, family issues, etc)",Yes,Days per week: 2,No,Hours per week: 16,Student loan,"Yes, I am part-time employed",No,United Kingdom,15/08/2001,BMus (Hons) Popular Music Performance,I don't have exams,Very frequently,I prefer my timetable to be compact. (having all my classes in one day or two days in the week),Allows me to focus on other types of work on the less packed days,"No, it has no impact on my studies, life or health",Hours per week: 5,Hours per day: 1,,"Level 5 (second year, undergraduate)",It's very important,Very much so,I enjoy them a lot,"I'd be interested, but it would depend on what it was",I really enjoy them,"Yes, absolutely",Very much,Entirely up to me,Journal making/writing,,,,,113961,,,,,,,,,,,,20/10/2022 13:10,213.205.240.251,GB,United Kingdom,ENG,England,London,51.5095,-0.0955,cellular,EE,EE,Home student,9250
113964,,,"Yes, I think my diet is healthy",Asian/Asian British,Hours per week: 6,Lower class,Medium quality of life,,My alcohol consumption is moderate,Introvert (a quiet person who is more interested in their own thoughts and feelings than spending time with other people),No,Yes,Days per week: 2,No,Hours per week: 2,Parent (family) support,I am unemployed,No,Japan,13/03/2003,BSc (Hons) Football Studies,I don't have exams,Occasionally,I prefer my timetable to be compact. (having all my classes in one day or two days in the week),,"No, it has no impact on my studies, life or health",Hours per week: 14,Hours per day: 10,,"Level 4 (first year, undergraduate)",It's very important,Very much so,Occasionally I've enjoyed them,Not at all,I really enjoy them,Sometimes it can be,,Somewhat up to me,"Social sports sessions aimed at mental health (mindful running/climbing, etc)",,,,,113964,,,,,,,,,,,,20/10/2022 13:11,31.205.78.202,GB,United Kingdom,BEN,Brent,Wembley,51.5571,-0.2972,residential,Ask4 Limited,Ask4 Limited,International student,14350
113971,,,"Yes, I think my diet is healthy",White,Hours per week: I don't have exams,Middle class,Medium quality of life,,My alcohol consumption is below moderate,Somewhat in between,Yes (due to employment-related issues),Yes,Days per week: 4,No,Hours per week: 15,Student loan,"Yes, I am part-time employed",Yes,United Kingdom,1997,BA (Hons) Make-Up and Hair Design,I don't have exams,Occasionally,I prefer my timetable to be compact. (having all my classes in one day or two days in the week),"Because I work part time I have more availability for this, otherwise I’m stressed at uni carrying everything doing 9am-midnight days","Yes, on my life, health and studies",Hours per week: 6,Hours per day: 5,,"Level 6 (third year, undergraduate)",It's very important,Very much so,Occasionally I've enjoyed them,I don't have any feelings on it,I really enjoy them,Sometimes it can be,A little,I don't really think about it,"Social sports sessions aimed at mental health (mindful running/climbing, etc), Journal making/writing, Arts and crafts sessions, Visits to local community activities (mindful pottery making and painting/talks on mental health, etc)",,,,,113971,,,,,,,,,,,,20/10/2022 13:16,213.122.142.40,GB,United Kingdom,STH,Southampton,Southampton,50.9166,-1.2678,residential,BT,BT,Home student,9250
113975,,,"Yes, I think my diet is healthy",White,Hours per week: 12,Middle class,High quality of life,,My alcohol consumption is below moderate,Introvert (a quiet person who is more interested in their own thoughts and feelings than spending time with other people),"Yes (due to other circumstances, such as health, family issues, etc)",Yes,Days per week: 5,No,Hours per week: 4,Student loan,"Yes, I am part-time employed",Yes,United Kingdom,2001,BA (Hons) Prosthetics and Special Effects Design,"Yes (due to other circumstances such as health, family issues, etc)",Occasionally,I prefer my timetable to be compact. (having all my classes in one day or two days in the week),"I’d rather have busy days and then a few more days off to catch up with work or do work in uni, rather than have an odd lecture on a random day at a random time.","Yes, on my life, health and studies",Hours per week: 8,Hours per day: 6,,"Level 6 (third year, undergraduate)",It's very important,It helps a little,Occasionally I've enjoyed them,"I'd be interested, but it would depend on what it was",I don't enjoy them,"Yes, absolutely",A little,Somewhat up to me,"Mental health first aid training, Lectures on issues to do with mental health",,,,,113975,,,,,,,,,,,,20/10/2022 13:17,80.189.246.141,GB,United Kingdom,HAM,Hampshire,New Milton,50.7533,-1.6571,residential,Plusnet,Plusnet,Home student,9250
113978,,,"Yes, I think my diet is healthy",White,Hours per week: 16,Middle class,High quality of life,,I don't drink alcohol,Somewhat in between,Yes (due to university work),Yes,Days per week: 5,No,Hours per week: 1,Student loan,I am unemployed,Yes,United Kingdom,2002,BA (Hons) Make-Up and Hair Design,Yes (due to university work),Occasionally,I prefer my timetable to be compact. (having all my classes in one day or two days in the week),,"No, it has no impact on my studies, life or health",Hours per week: 8,Hours per day: 4,,"Level 6 (third year, undergraduate)",It's very important,Very much so,Occasionally I've enjoyed them,"I'd be interested, but it would depend on what it was",I really enjoy them,Sometimes it can be,A little,Somewhat up to me,,,,,,113978,,,,,,,,,,,,20/10/2022 13:17,109.175.143.70,GB,United Kingdom,STH,Southampton,Southampton,50.911,-1.392,residential,Cablecom Networking Limited,Cablecom Networking Limited,Home student,9250
113982,,,"Yes, I think my diet is healthy",White,Hours per week: 12,Middle class,High quality of life,,My alcohol consumption is below moderate,Somewhat in between,Yes (due to university work),Yes,Days per week: 3,No,Hours per week: 4,Student loan,"Yes, I am part-time employed",No,United Kingdom,2002,BA (Hons) Make-Up and Hair Design,Yes (due to university work),Very rarely,I prefer my timetable to be compact. (having all my classes in one day or two days in the week),Spend full days concentrating on work without lesson interruption,"Yes, on my life, health and studies",Hours per week: 8,Hours per day: 4,,"Level 6 (third year, undergraduate)",It's very important,Very much so,Occasionally I've enjoyed them,I don't have any feelings on it,I really enjoy them,Sometimes it can be,A little,Entirely up to me,Supportive group study sessions,,,,,113982,,,,,,,,,,,,20/10/2022 13:18,109.175.143.74,GB,United Kingdom,STH,Southampton,Southampton,50.911,-1.392,residential,Cablecom Networking Limited,Cablecom Networking Limited,Home student,9250
114000,,,"Yes, I think my diet is healthy",White,Hours per week: 28,Middle class,Medium quality of life,,My alcohol consumption is below moderate,Somewhat in between,Yes (due to university work),Yes,Days per week: 3,No,Hours per week: 12,Student loan,I am unemployed,Yes,Norway,2000,BA (Hons) Prosthetics and Special Effects Design,Yes (due to university work),Occasionally,"I prefer my timetable to be spread with long gaps in between classes (eg, 1-2 modules per day, spread over 3 times per week)","I feel like I get more time to focus on each module, and it is less stressful not having to run between classes.","Yes, on my life, health and studies",Hours per week: 7,Hours per day: 4,,"Level 6 (third year, undergraduate)",It's very important,Very much so,Occasionally I've enjoyed them,"I'd be interested, but it would depend on what it was",I enjoy them some of the time,Sometimes it can be,A little,Somewhat up to me,,,,,,114000,,,,,,,,,,,,20/10/2022 13:19,31.205.215.135,GB,United Kingdom,STH,Southampton,Southampton,50.9142,-1.388,residential,Ask4 Limited,Ask4 Limited,International student,14350
114010,,,"Yes, I think my diet is healthy",Black/African/Caribbean/Black British,Hours per week: I don't have exams,Middle class,High quality of life,,My alcohol consumption is below moderate,Extrovert (a lively and confident person who enjoys being with other people),"Yes (due to other circumstances, such as health, family issues, etc), Yes (due to university work)",Yes,Days per week: 2,No,Hours per week: 12,Parent (family) support,"Yes, I am part-time employed",No,Trinidad and Tobago,2000,BA (Hons) Make-Up and Hair Design,I don't have exams,Very frequently,"I prefer my timetable to be spread with long gaps in between classes (eg, 1-2 modules per day, spread over 3 times per week)",Entire days of work leave me feeling drained without time for lunch or breaks,"Yes, on my life, health and studies",Hours per week: 7,Hours per day: 3,,"Level 6 (third year, undergraduate)",It's very important,It doesn't help me,I don't enjoy them,"I'd be interested, but it would depend on what it was",I enjoy them some of the time,Sometimes it can be,I don't know how to answer this question,Somewhat up to me,"Visits to local community activities (mindful pottery making and painting/talks on mental health, etc), Film nights (relevant films), Supportive group study sessions",,,,,114010,,,,,,,,,,,,20/10/2022 13:21,130.43.155.132,GB,United Kingdom,STH,Southampton,Southampton,50.8976,-1.4004,residential,Cablecom Networking,Cablecom Networking,International student,14350
114014,,,"Yes, I think my diet is healthy",White,Hours per week: 30,Middle class,Medium quality of life,,My alcohol consumption is below moderate,Introvert (a quiet person who is more interested in their own thoughts and feelings than spending time with other people),"Yes (due to other circumstances, such as health, family issues, etc), Yes (due to university work)",Yes,Days per week: 3,No,Hours per week: 1,Student loan,I am unemployed,Yes,Norway,1997,BA (Hons) Prosthetics and Special Effects Design,Yes (due to university work),Very frequently,"I prefer my timetable to be spread with long gaps in between classes (eg, 1-2 modules per day, spread over 3 times per week)",,"Yes, on my life, health and studies",Hours per week: 16,Hours per day: 6,,"Level 6 (third year, undergraduate)",It's very important,It helps a little,I don't enjoy them,"I'd be interested, but it would depend on what it was",I enjoy them some of the time,I don't think it's useful at all,,Somewhat up to me,Film nights (relevant films),,,,,114014,,,,,,,,,,,,20/10/2022 13:22,31.205.215.156,GB,United Kingdom,STH,Southampton,Southampton,50.9142,-1.388,residential,Ask4 Limited,Ask4 Limited,International student,14350
114015,,,"Yes, I think my diet is healthy",White,Hours per week: 25,Middle class,High quality of life,,My alcohol consumption is below moderate,Somewhat in between,Yes (due to university work),Yes,Days per week: 4,No,Hours per week: 8,Student loan,I am self-employed,Yes,United Kingdom,2002,BA (Hons) Make-Up and Hair Design,Yes (due to university work),Occasionally,"I prefer my timetable to be spread with long gaps in between classes (eg, 1-2 modules per day, spread over 3 times per week)",I don’t like to be overwhelmed with work and information all at once. I like to learn then process it and start it that day then move onto the next module.,"Yes, on my life, health and studies",Hours per week: 30,Hours per day: 4,,"Level 6 (third year, undergraduate)",It's very important,Very much so,Occasionally I've enjoyed them,I don't have any feelings on it,I enjoy them some of the time,"Yes, absolutely",A little,Somewhat up to me,Journal making/writing,,,,,114015,,,,,,,,,,,,20/10/2022 13:22,109.175.209.53,GB,United Kingdom,STH,Southampton,Southampton,50.9169,-1.422,residential,Cablecom Networking,Cablecom Networking,Home student,9250
114041,,,"Yes, I think my diet is healthy",White,Hours per week: I don't have exams,Lower class,Medium quality of life,,I don't drink alcohol,Somewhat in between,"Yes (due to employment-related issues), Yes (due to other circumstances, such as health, family issues, etc), Yes (due to university work)",No,Days per week: 4,Prefer not to say,Hours per week: 1,Student loan,I am unemployed,No,United Kingdom,2002,BA (Hons) Sports Journalism,"Yes (due to employment-related issues), Yes (due to other circumstances such as health, family issues, etc), Yes (due to university work)",Frequently,I prefer my timetable to be compact. (having all my classes in one day or two days in the week),I commute for a total of around 4.5-5 hours everyday I have lessons so the less times I have to go in the better as it stresses me out,"Yes, on my life, health and studies",Hours per week: 7,Hours per day: 2,,"Level 5 (second year, undergraduate)",It's somewhat important,It helps a little,I don't enjoy them,Not at all,I enjoy them some of the time,I don't think it's useful at all,,Entirely up to me,,,,,,114041,,,,,,,,,,,,20/10/2022 15:02,146.75.174.13,GB,United Kingdom,ENG,England,London,51.5128,-0.0638,consumer_privacy_network,iCloud Private Relay,iCloud Private Relay,Home student,9250
114067,,,"Yes, I think my diet is healthy",White,Hours per week: 2,Middle class,High quality of life,,My alcohol consumption is above moderate,Extrovert (a lively and confident person who enjoys being with other people),No,Yes,Days per week: 2,No,Hours per week: 15,Student loan,"Yes, I am part-time employed",No,United Kingdom,2003,BA (Hons) Sports Journalism,Yes (due to university work),Frequently,"I prefer my timetable to be spread with long gaps in between classes (eg, 1-2 modules per day, spread over 3 times per week)",Less stressful as I know I can relax after and not be worried as a procrastinator that I will need to spend all day one day getting any work that needs to be done from home finished,"No, it has no impact on my studies, life or health",Hours per week: 6,Hours per day: 3,,"Level 4 (first year, undergraduate)",It's very important,Very much so,I've never done any mindfulness activities,I'd be very interested in most activities to do with mental health,I really enjoy them,Sometimes it can be,Very much,Entirely up to me,"Guest speakers coming in and talking about their mental health journeys, Mental health first aid training",,,,,114067,,,,,,,,,,,,20/10/2022 15:15,109.175.143.70,GB,United Kingdom,STH,Southampton,Southampton,50.911,-1.392,residential,Cablecom Networking Limited,Cablecom Networking Limited,Home student,9250
114169,,,"Yes, I think my diet is healthy",White,Hours per week: 1,Middle class,Medium quality of life,,I don't drink alcohol,Somewhat in between,"Yes (due to other circumstances, such as health, family issues, etc), Yes (due to university work)",Yes,Days per week: 4,No,Hours per week: 7,Student loan,"Yes, I am part-time employed",No,United Kingdom,2002,BA (Hons) Acting and Performance,I don't have exams,Rarely,I prefer my timetable to be compact. (having all my classes in one day or two days in the week),Less frequent attendance is better for me as I travel in with an approx 1 hour journey.  It reduces travel hours and minimises costs,"No, it has no impact on my studies, life or health",Hours per week: 20,Hours per day: 2,,"Level 6 (third year, undergraduate)",It's very important,It helps a little,Occasionally I've enjoyed them,"I'd be interested, but it would depend on what it was",I enjoy them some of the time,Sometimes it can be,A little,Entirely up to me,,,,,,114169,,,,,,,,,,,,20/10/2022 18:34,176.250.105.144,GB,United Kingdom,BCP,"Bournemouth, Christchurch and Poole Council",Poole,50.7334,-1.9246,residential,Sky Broadband,Sky Broadband,Home student,9250
114270,,,"Yes, I think my diet is healthy",White,Hours per week: 12,Higher class,High quality of life,,My alcohol consumption is moderate,Extrovert (a lively and confident person who enjoys being with other people),Yes (due to employment-related issues),Yes,Days per week: 7,No,Hours per week: 30+,Student loan,I am self-employed,No,United Kingdom,2002,BA (Hons) Sports Journalism,No,Rarely,I prefer my timetable to be compact. (having all my classes in one day or two days in the week),Allows more time to work on days off,"No, it has no impact on my studies, life or health",Hours per week: 24,Hours per day: 22,,Foundation year,It's very important,Very much so,Occasionally I've enjoyed them,Not at all,I really enjoy them,Sometimes it can be,,Entirely up to me,,,,,,114270,,,,,,,,,,,,21/10/2022 10:56,109.175.143.77,GB,United Kingdom,STH,Southampton,Southampton,50.911,-1.392,residential,Cablecom Networking,Cablecom Networking,Home student,9250
114293,,,"Yes, I think my diet is healthy",White,Hours per week: 4,Lower class,Low quality of life,,My alcohol consumption is moderate,Extrovert (a lively and confident person who enjoys being with other people),"Yes (due to other circumstances, such as health, family issues, etc)",No,Days per week: 5,No,Hours per week: 1,Student loan,I am unemployed,No,United Kingdom,2002,BA (Hons) Football Studies,No,Occasionally,"I prefer my timetable to be spread with long gaps in between classes (eg, 1-2 modules per day, spread over 3 times per week)",Gives more time at the libary,"No, it has no impact on my studies, life or health",Hours per week: 5,Hours per day: 3,,"Level 6 (third year, undergraduate)",It's somewhat important,Very much so,Occasionally I've enjoyed them,"I'd be interested, but it would depend on what it was",I really enjoy them,"Yes, absolutely",,Entirely up to me,"Guest speakers coming in and talking about their mental health journeys, Social sports sessions aimed at mental health (mindful running/climbing, etc)",,,,,114293,,,,,,,,,,,,21/10/2022 13:00,145.40.137.223,GB,United Kingdom,STH,Southampton,Southampton,50.9169,-1.422,residential,Toob Limited,Toob Limited,Home student,9250
114459,,,"Yes, I think my diet is healthy",White,Hours per week: 6,Lower class,High quality of life,,My alcohol consumption is below moderate,Somewhat in between,"Yes (due to employment-related issues), Yes (due to university work)",Yes,Days per week: 5,No,Hours per week: 1,Student loan,I am unemployed,Yes,United Kingdom,2001,BA (Hons) Make-Up and Hair Design,I don't have exams,Very frequently,I prefer my timetable to be compact. (having all my classes in one day or two days in the week),"I had to quit my job as I didn't have time to do it around my university lessons, my lessons are spread across the week and are at awkward times so if I continued with my job I would miss lessons, not have time to do homework or have any time for myself and mental wellbeing.","Yes, on my life, health and studies",Hours per week: 10,Hours per day: 5,,"Level 6 (third year, undergraduate)",It's very important,Very much so,I've never done any mindfulness activities,Not at all,I enjoy them some of the time,"Yes, absolutely",A little,Somewhat up to me,"Mindful gardening, Arts and crafts sessions",,,,,114459,,,,,,,,,,,,23/10/2022 12:56,31.205.78.196,GB,United Kingdom,STH,Southampton,Southampton,50.9142,-1.388,residential,Ask4 Limited,Ask4 Limited,Home student,9250
114493,,,"Yes, I think my diet is healthy",Mixed/multiple ethnic groups,Hours per week: 14,Lower class,Medium quality of life,,My alcohol consumption is below moderate,Extrovert (a lively and confident person who enjoys being with other people),"Yes (due to other circumstances, such as health, family issues, etc)",Yes,Days per week: 7,No,Hours per week: 24,Self-paid,"Yes, I am part-time employed",No,Spain,1999,BMus (Hons) Popular Music Performance,No,Occasionally,I prefer my timetable to be compact. (having all my classes in one day or two days in the week),"I can use the rest of the days to work, study or have half a day off.","No, it has no impact on my studies, life or health",Hours per week: 12,Hours per day: 2,,"Level 6 (third year, undergraduate)",It's very important,Very much so,I don't enjoy them,I'd be very interested in most activities to do with mental health,I really enjoy them,I don't really think about it,Very much,Entirely up to me,"Guest speakers coming in and talking about their mental health journeys, Mental health first aid training, Social sports sessions aimed at mental health (mindful running/climbing, etc), Journal making/writing, Arts and crafts sessions, Student-led peer support sessions, Visits to local community activities (mindful pottery making and painting/talks on mental health, etc), Lectures on issues to do with mental health, Mental health resource making sessions (making crisis cards, etc), General volunteering (local refugee services, litter picking, etc), Film nights (relevant films), Book club (relevant books), Supportive group study sessions",,,,,114493,,,,,,,,,,,,23/10/2022 22:22,145.40.140.120,GB,United Kingdom,STH,Southampton,Southampton,50.9169,-1.422,residential,Toob Limited,Toob Limited,European student,9250
114510,,,"Yes, I think my diet is healthy",White,Hours per week: 17,Lower class,Medium quality of life,,I don't drink alcohol,Introvert (a quiet person who is more interested in their own thoughts and feelings than spending time with other people),"Yes (due to other circumstances, such as health, family issues, etc), Yes (due to university work)",Yes,Days per week: 4,No,Hours per week: N/A,Student loan,"Yes, I am full-time employed",Yes,United Kingdom,2003,BA (Hons) Acting and Performance,"Yes (due to other circumstances such as health, family issues, etc), Yes (due to university work)",Very frequently,"I prefer my timetable to be spread with long gaps in between classes (eg, 1-2 modules per day, spread over 3 times per week)",It gives me a daily structure,"No, it has no impact on my studies, life or health",Hours per week: N/A,Hours per day: N/A,,"Level 5 (second year, undergraduate)",It's somewhat important,It helps a little,I've never done any mindfulness activities,"I'd be interested, but it would depend on what it was",I enjoy them some of the time,I don't really think about it,A little,I have no control over my mental health,"Mindful gardening, Mental health first aid training",,,,,114510,,,,,,,,,,,,24/10/2022 9:22,85.255.235.42,GB,United Kingdom,,,,51.4964,-0.1224,cellular,Vodafone,Vodafone,Home student,9250
114526,,,"Yes, I think my diet is healthy",White,Hours per week: 15,Middle class,High quality of life,,My alcohol consumption is below moderate,Somewhat in between,Yes (due to university work),Yes,Days per week: 5,Yes,Hours per week: 12,Student loan,"Yes, I am part-time employed",No,United Kingdom,28/03/1990,BA (Hons) Acting and Performance,Yes (due to university work),Very rarely,"I prefer my timetable to be spread with long gaps in between classes (eg, 1-2 modules per day, spread over 3 times per week)",—-,"No, it has no impact on my studies, life or health",Hours per week: 6,Hours per day: 2,,"Level 5 (second year, undergraduate)",It's very important,Very much so,I enjoy them a lot,"I'd be interested, but it would depend on what it was",I enjoy them some of the time,"Yes, absolutely",A little,Somewhat up to me,"Mental health first aid training, Arts and crafts sessions, Visits to local community activities (mindful pottery making and painting/talks on mental health, etc), Mental health resource making sessions (making crisis cards, etc), General volunteering (local refugee services, litter picking, etc), Film nights (relevant films)",,,,,114526,,,,,,,,,,,,24/10/2022 9:25,109.175.143.73,GB,United Kingdom,STH,Southampton,Southampton,50.9,-1.4,residential,Cablecom Networking,Cablecom Networking,Home student,9250
114528,,,"Yes, I think my diet is healthy",White,Hours per week: 1,Middle class,Medium quality of life,,I don't drink alcohol,Somewhat in between,"Yes (due to employment-related issues), Yes (due to other circumstances, such as health, family issues, etc), Yes (due to university work)",Yes,Days per week: 6,No,Hours per week: 11,Parent (family) support,"Yes, I am part-time employed",No,Croatia,2002,BA (Hons) Acting and Performance,Yes (due to university work),Occasionally,"I prefer my timetable to be spread with long gaps in between classes (eg, 1-2 modules per day, spread over 3 times per week)",I will enjoy classes more and focus on each more.,"No, it has no impact on my studies, life or health",Hours per week: 10,Hours per day: 4,,"Level 5 (second year, undergraduate)",It's somewhat important,Very much so,Occasionally I've enjoyed them,I don't know how to answer this question,I really enjoy them,Sometimes it can be,A little,Entirely up to me,Film nights (relevant films),,,,,114528,,,,,,,,,,,,24/10/2022 9:27,109.175.143.76,GB,United Kingdom,STH,Southampton,Southampton,50.9142,-1.388,residential,Cablecom Networking,Cablecom Networking,European student,9250
114535,,,"Yes, I think my diet is healthy",Asian/Asian British,Hours per week: 10,Middle class,Medium quality of life,,I don't drink alcohol,Somewhat in between,No,No,Days per week: 3,Prefer not to say,Hours per week: 4,Parent (family) support,"Yes, I am part-time employed",No,China,10/3/2000,BA (Hons) Musical Theatre,No,Never,I prefer my timetable to be compact. (having all my classes in one day or two days in the week),,"Yes, on my life, health and studies",Hours per week: 10,Hours per day: 5,,"Level 6 (third year, undergraduate)",It's very important,It helps a little,I don't know what mindfulness is,"I'd be interested, but it would depend on what it was",I really enjoy them,I don't know how to answer this question,I don't know how to answer this question,Somewhat up to me,"Guest speakers coming in and talking about their mental health journeys, Social sports sessions aimed at mental health (mindful running/climbing, etc), Arts and crafts sessions, Visits to local community activities (mindful pottery making and painting/talks on mental health, etc), Lectures on issues to do with mental health",,,,,114535,,,,,,,,,,,,24/10/2022 9:49,109.175.143.76,GB,United Kingdom,STH,Southampton,Southampton,50.9142,-1.388,residential,Cablecom Networking,Cablecom Networking,International student,14350
114544,,,"Yes, I think my diet is healthy",White,Hours per week: 2,Lower class,Medium quality of life,,My alcohol consumption is above moderate,Somewhat in between,"Yes (due to other circumstances, such as health, family issues, etc)",Yes,Days per week: 7,Yes,Hours per week: 10,Student loan,"Yes, I am part-time employed",No,United Kingdom,2004,BA (Hons) Acting and Performance,"No, I don't have exams",Frequently,"I prefer my timetable to be spread with long gaps in between classes (eg, 1-2 modules per day, spread over 3 times per week)",I like time to myself,"Yes, on my studies",Hours per week: 10,Hours per day: 5,,"Level 4 (first year, undergraduate)",It's somewhat important,Very much so,I don't enjoy them,"I'd be interested, but it would depend on what it was",I enjoy them some of the time,Sometimes it can be,A little,Somewhat up to me,,,,,,114544,,,,,,,,,,,,24/10/2022 10:10,213.205.216.52,GB,United Kingdom,ENG,England,London,51.5095,-0.0955,cellular,BT,EE,Home student,9250
114556,,,"Yes, I think my diet is healthy",Black/African/Caribbean/Black British,Hours per week: 3,Lower class,Medium quality of life,,I don't drink alcohol,Somewhat in between,"Yes (due to employment-related issues), Yes (due to other circumstances, such as health, family issues, etc), Yes (due to university work)",Yes,Days per week: 7,No,Hours per week: 5,Student loan,"Yes, I am part-time employed",No,United Kingdom,2002,BA (Hons) Acting and Performance,Yes (due to university work),Occasionally,I prefer my timetable to be compact. (having all my classes in one day or two days in the week),I can work outside of university.,"No, it has no impact on my studies, life or health",Hours per week: 4,Hours per day: 4,,"Level 4 (first year, undergraduate)",It's very important,Very much so,I enjoy them a lot,"I'd be interested, but it would depend on what it was",I enjoy them some of the time,"Yes, absolutely",A little,Entirely up to me,"Guest speakers coming in and talking about their mental health journeys, Arts and crafts sessions, Visits to local community activities (mindful pottery making and painting/talks on mental health, etc), Film nights (relevant films), Book club (relevant books)",,,,,114556,,,,,,,,,,,,24/10/2022 10:19,82.132.184.90,GB,United Kingdom,LAN,Lancashire,Burnley,53.8531,-2.213,cellular,Telefonica O2 UK,Telefonica O2 UK,Home student,9250
